age,gender,Q3,Q4,Q5,Q6
40-44,Man,United States of America,Professional degree,Student,I have never written code
40-44,Man,Nigeria,Bachelor’s degree,Currently not employed,I have never written code
40-44,Woman,Brazil,Doctoral degree,Data Analyst,I have never written code
25-29,Man,Japan,Master’s degree,Machine Learning Engineer,1-2 years
35-39,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Scientist,10-20 years
25-29,Man,Nigeria,Bachelor’s degree,Data Scientist,< 1 years
18-21,Woman,Bangladesh,Some college/university study without earning a bachelor’s degree,Student,1-2 years
22-24,Man,India,Bachelor’s degree,Student,1-2 years
30-34,Man,Germany,,,
35-39,Man,Israel,Master’s degree,Statistician,5-10 years
50-54,Man,India,Bachelor’s degree,Software Engineer,20+ years
18-21,Man,Tunisia,Some college/university study without earning a bachelor’s degree,Student,1-2 years
25-29,Man,Other,Doctoral degree,Research Scientist,5-10 years
18-21,Man,India,Bachelor’s degree,Student,3-5 years
45-49,Man,"Iran, Islamic Republic of...",Master’s degree,Currently not employed,1-2 years
50-54,Man,Italy,Doctoral degree,Data Engineer,20+ years
22-24,Man,India,,,
30-34,Prefer not to say,India,Master’s degree,Student,< 1 years
18-21,Woman,Mexico,Professional degree,Student,< 1 years
30-34,Man,France,Master’s degree,Currently not employed,< 1 years
25-29,Man,United States of America,Master’s degree,Software Engineer,5-10 years
55-59,Man,Argentina,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 years
25-29,Man,United States of America,Master’s degree,Student,3-5 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
25-29,Man,Peru,Bachelor’s degree,Statistician,1-2 years
25-29,Woman,South Africa,Bachelor’s degree,Other,< 1 years
18-21,Man,Colombia,Bachelor’s degree,Student,3-5 years
25-29,Man,Russia,I prefer not to answer,Student,< 1 years
30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,3-5 years
30-34,Woman,India,I prefer not to answer,Data Scientist,5-10 years
25-29,Man,Indonesia,Bachelor’s degree,Currently not employed,< 1 years
35-39,Man,India,Bachelor’s degree,Software Engineer,10-20 years
22-24,Man,India,Master’s degree,Other,3-5 years
45-49,Man,Canada,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 years
45-49,Man,Other,Master’s degree,Business Analyst,< 1 years
60-69,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Other,20+ years
22-24,Man,India,Bachelor’s degree,Data Scientist,1-2 years
25-29,Man,Turkey,Bachelor’s degree,Data Scientist,< 1 years
30-34,Man,Australia,Bachelor’s degree,Business Analyst,< 1 years
50-54,Man,Other,Some college/university study without earning a bachelor’s degree,Currently not employed,I have never written code
30-34,Man,China,Master’s degree,Business Analyst,3-5 years
22-24,Woman,Turkey,Bachelor’s degree,Student,3-5 years
30-34,Woman,Other,Master’s degree,Software Engineer,5-10 years
22-24,Woman,Philippines,Bachelor’s degree,Business Analyst,5-10 years
30-34,Man,India,,,
22-24,Man,India,I prefer not to answer,Currently not employed,1-2 years
25-29,Prefer not to say,India,Professional degree,Other,I have never written code
22-24,Woman,China,Master’s degree,Student,< 1 years
25-29,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Scientist,1-2 years
30-34,Prefer not to say,Other,No formal education past high school,,
25-29,Man,United States of America,Master’s degree,Business Analyst,3-5 years
18-21,Man,Ukraine,Bachelor’s degree,Student,3-5 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
22-24,Woman,Other,Master’s degree,,
30-34,Man,United Arab Emirates,Master’s degree,DBA/Database Engineer,3-5 years
40-44,Man,United States of America,Bachelor’s degree,Other,5-10 years
18-21,Man,Ukraine,Master’s degree,Student,1-2 years
22-24,Woman,Turkey,Some college/university study without earning a bachelor’s degree,Student,1-2 years
40-44,Man,Netherlands,Master’s degree,Currently not employed,3-5 years
50-54,Man,Brazil,Master’s degree,Other,< 1 years
55-59,Man,Other,I prefer not to answer,Software Engineer,20+ years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
35-39,Man,Other,Master’s degree,Software Engineer,10-20 years
18-21,Man,Morocco,Bachelor’s degree,Machine Learning Engineer,1-2 years
22-24,Man,Sri Lanka,Bachelor’s degree,Student,3-5 years
35-39,Man,Other,Master’s degree,Other,1-2 years
22-24,Man,Other,Bachelor’s degree,Student,3-5 years
22-24,Woman,India,Bachelor’s degree,Software Engineer,3-5 years
25-29,Man,Peru,Bachelor’s degree,Student,1-2 years
25-29,Man,Japan,Bachelor’s degree,Currently not employed,1-2 years
18-21,Woman,India,Master’s degree,Student,< 1 years
30-34,Man,Other,Master’s degree,Data Scientist,5-10 years
30-34,Man,Romania,Master’s degree,Student,3-5 years
25-29,Man,United States of America,Bachelor’s degree,Student,1-2 years
18-21,Man,India,Master’s degree,Student,1-2 years
40-44,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer,1-2 years
22-24,Woman,Indonesia,,,
25-29,Man,Tunisia,Master’s degree,Student,< 1 years
25-29,Man,United States of America,Bachelor’s degree,Machine Learning Engineer,3-5 years
25-29,Man,Sri Lanka,Bachelor’s degree,Currently not employed,< 1 years
25-29,Prefer not to say,France,Master’s degree,Data Scientist,3-5 years
35-39,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Research Scientist,1-2 years
60-69,Man,Germany,Doctoral degree,Research Scientist,20+ years
22-24,Man,Morocco,Master’s degree,Data Scientist,3-5 years
22-24,Man,Nepal,Master’s degree,Data Scientist,1-2 years
25-29,Man,United States of America,Master’s degree,Product/Project Manager,I have never written code
50-54,Man,Morocco,Doctoral degree,Research Scientist,20+ years
25-29,Man,India,Bachelor’s degree,Software Engineer,3-5 years
18-21,Man,Other,Bachelor’s degree,Data Scientist,I have never written code
22-24,Man,Viet Nam,Professional degree,Student,1-2 years
45-49,Woman,United States of America,Bachelor’s degree,Data Analyst,1-2 years
18-21,Man,Nigeria,Some college/university study without earning a bachelor’s degree,Student,1-2 years
45-49,Man,United Kingdom of Great Britain and Northern Ireland,Professional degree,Other,3-5 years
18-21,Woman,India,Bachelor’s degree,Currently not employed,3-5 years
30-34,Man,Russia,Master’s degree,Software Engineer,5-10 years
50-54,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Engineer,20+ years
22-24,Woman,India,Bachelor’s degree,Data Analyst,1-2 years
35-39,Woman,India,Doctoral degree,Currently not employed,< 1 years
25-29,Man,Indonesia,I prefer not to answer,,
35-39,Man,India,Doctoral degree,Data Scientist,5-10 years
50-54,Man,Brazil,Bachelor’s degree,Software Engineer,20+ years
30-34,Man,India,Bachelor’s degree,Currently not employed,1-2 years
50-54,Woman,Other,Master’s degree,Student,< 1 years
22-24,Man,India,Bachelor’s degree,Student,< 1 years
25-29,Woman,"Iran, Islamic Republic of...",Master’s degree,Currently not employed,5-10 years
18-21,Man,Russia,Bachelor’s degree,Data Analyst,1-2 years
25-29,Woman,"Iran, Islamic Republic of...",,,
25-29,Man,Turkey,Master’s degree,Data Analyst,< 1 years
35-39,Woman,United States of America,Master’s degree,Business Analyst,10-20 years
30-34,Man,Other,Master’s degree,Statistician,< 1 years
30-34,Man,United States of America,Doctoral degree,Other,10-20 years
22-24,Man,Pakistan,Bachelor’s degree,Data Scientist,1-2 years
40-44,Man,Mexico,Master’s degree,Data Engineer,10-20 years
22-24,Man,China,Master’s degree,,
30-34,Man,Morocco,Master’s degree,Student,3-5 years
22-24,Woman,Turkey,Bachelor’s degree,Student,1-2 years
30-34,Man,India,Professional degree,Business Analyst,3-5 years
22-24,Man,Other,Bachelor’s degree,Product/Project Manager,I have never written code
18-21,Man,India,I prefer not to answer,,
22-24,Man,Indonesia,Bachelor’s degree,Business Analyst,1-2 years
30-34,Woman,Romania,Doctoral degree,Research Scientist,5-10 years
30-34,Man,India,Master’s degree,,
30-34,Woman,Indonesia,Master’s degree,Research Scientist,< 1 years
18-21,Man,India,Bachelor’s degree,Student,3-5 years
22-24,Man,Russia,Master’s degree,Machine Learning Engineer,5-10 years
30-34,Man,Other,Master’s degree,Research Scientist,1-2 years
22-24,Man,India,Bachelor’s degree,Data Scientist,< 1 years
25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,10-20 years
22-24,Woman,Turkey,Bachelor’s degree,Student,1-2 years
50-54,Man,Germany,Professional degree,Other,20+ years
25-29,Man,Australia,Master’s degree,Other,1-2 years
18-21,Woman,Bangladesh,Bachelor’s degree,Currently not employed,< 1 years
22-24,Woman,United States of America,Bachelor’s degree,Currently not employed,< 1 years
35-39,Man,Taiwan,I prefer not to answer,Currently not employed,< 1 years
18-21,Man,Turkey,Bachelor’s degree,Student,1-2 years
25-29,Man,South Africa,Bachelor’s degree,Student,< 1 years
30-34,Man,United States of America,Master’s degree,Data Analyst,3-5 years
25-29,Man,Pakistan,Master’s degree,Currently not employed,3-5 years
22-24,Man,India,Master’s degree,Other,I have never written code
22-24,Man,Mexico,Some college/university study without earning a bachelor’s degree,Student,3-5 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
25-29,Man,Ukraine,Doctoral degree,Data Engineer,5-10 years
25-29,Man,Russia,Master’s degree,Data Scientist,3-5 years
40-44,Woman,South Korea,Master’s degree,Data Analyst,10-20 years
30-34,Prefer not to say,India,Master’s degree,Business Analyst,I have never written code
30-34,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,5-10 years
22-24,Man,India,Bachelor’s degree,Software Engineer,1-2 years
55-59,Man,United States of America,Master’s degree,Software Engineer,20+ years
25-29,Woman,Pakistan,Master’s degree,Data Engineer,< 1 years
18-21,Woman,Poland,Bachelor’s degree,Student,1-2 years
22-24,Woman,India,Master’s degree,Data Scientist,< 1 years
45-49,Man,Brazil,Master’s degree,Data Scientist,20+ years
55-59,Man,United States of America,Doctoral degree,Data Scientist,20+ years
18-21,Man,Russia,,,
22-24,Man,India,Bachelor’s degree,Software Engineer,1-2 years
25-29,Man,India,Master’s degree,Data Scientist,5-10 years
35-39,Man,Taiwan,Master’s degree,Machine Learning Engineer,1-2 years
18-21,Man,India,Bachelor’s degree,Currently not employed,< 1 years
30-34,Man,Morocco,Professional degree,Currently not employed,3-5 years
25-29,Man,Nepal,Bachelor’s degree,Data Engineer,1-2 years
30-34,Man,Viet Nam,Bachelor’s degree,Product/Project Manager,3-5 years
35-39,Woman,India,Master’s degree,Data Analyst,5-10 years
45-49,Man,Ireland,Master’s degree,Software Engineer,20+ years
40-44,Man,Brazil,Master’s degree,Data Scientist,< 1 years
22-24,Woman,Taiwan,,,
18-21,Man,Turkey,I prefer not to answer,Student,< 1 years
45-49,Prefer not to say,United States of America,I prefer not to answer,Student,20+ years
18-21,Woman,India,,,
18-21,Man,Turkey,Bachelor’s degree,Student,3-5 years
25-29,Man,India,Bachelor’s degree,Other,< 1 years
25-29,Man,India,Master’s degree,Currently not employed,1-2 years
30-34,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,1-2 years
18-21,Man,India,Bachelor’s degree,Data Analyst,< 1 years
22-24,Man,India,Master’s degree,Research Scientist,3-5 years
45-49,Man,United States of America,Master’s degree,Data Scientist,20+ years
30-34,Man,Brazil,,,
25-29,Man,India,Bachelor’s degree,Other,I have never written code
35-39,Man,Brazil,Doctoral degree,Research Scientist,10-20 years
22-24,Man,Pakistan,Bachelor’s degree,Software Engineer,1-2 years
22-24,Man,India,Bachelor’s degree,Data Scientist,5-10 years
18-21,Man,Turkey,Bachelor’s degree,Student,1-2 years
25-29,Man,Viet Nam,I prefer not to answer,Student,1-2 years
22-24,Man,Japan,Master’s degree,Student,3-5 years
25-29,Man,India,Bachelor’s degree,Currently not employed,< 1 years
30-34,Man,India,Master’s degree,Currently not employed,10-20 years
25-29,Man,Japan,I prefer not to answer,Data Scientist,1-2 years
25-29,Woman,United States of America,Doctoral degree,Student,5-10 years
45-49,Man,China,Master’s degree,Research Scientist,1-2 years
22-24,Man,Taiwan,Master’s degree,Student,3-5 years
35-39,Woman,United States of America,Master’s degree,Data Engineer,1-2 years
40-44,Man,Peru,Bachelor’s degree,Product/Project Manager,5-10 years
40-44,Man,Switzerland,Bachelor’s degree,Other,20+ years
40-44,Man,France,Professional degree,DBA/Database Engineer,5-10 years
35-39,Man,India,Master’s degree,Business Analyst,1-2 years
22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 years
25-29,Man,Other,No formal education past high school,Software Engineer,3-5 years
18-21,Man,India,Bachelor’s degree,,
40-44,Man,United States of America,Bachelor’s degree,Software Engineer,10-20 years
25-29,Man,Canada,Bachelor’s degree,Student,1-2 years
35-39,Man,United States of America,Master’s degree,Data Scientist,5-10 years
25-29,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 years
22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 years
40-44,Man,South Korea,Master’s degree,Other,1-2 years
18-21,Man,Indonesia,Bachelor’s degree,Data Analyst,< 1 years
45-49,Man,Philippines,Doctoral degree,Data Scientist,20+ years
25-29,Man,Greece,Master’s degree,Data Scientist,1-2 years
18-21,Man,India,Bachelor’s degree,Data Scientist,1-2 years
25-29,Man,India,Bachelor’s degree,Data Scientist,3-5 years
18-21,Man,India,Bachelor’s degree,Student,3-5 years
30-34,Man,Chile,Master’s degree,Business Analyst,3-5 years
22-24,Man,Other,,,
40-44,Man,Australia,Doctoral degree,Data Scientist,20+ years
25-29,Man,United States of America,Master’s degree,Data Scientist,3-5 years
25-29,Woman,Other,Bachelor’s degree,Data Analyst,< 1 years
40-44,Man,Saudi Arabia,Doctoral degree,Research Scientist,10-20 years
30-34,Man,United States of America,Master’s degree,Student,< 1 years
22-24,Man,India,Professional degree,Currently not employed,3-5 years
22-24,Man,Pakistan,Bachelor’s degree,Currently not employed,1-2 years
22-24,Prefer not to say,India,Bachelor’s degree,Currently not employed,I have never written code
25-29,Woman,India,Master’s degree,Software Engineer,1-2 years
25-29,Man,United States of America,Bachelor’s degree,Data Scientist,5-10 years
40-44,Man,Ukraine,Master’s degree,Software Engineer,20+ years
18-21,Man,India,Master’s degree,Data Analyst,3-5 years
50-54,Man,Other,Doctoral degree,Research Scientist,20+ years
25-29,Woman,India,Bachelor’s degree,,
30-34,Man,"Iran, Islamic Republic of...",Master’s degree,Machine Learning Engineer,5-10 years
25-29,Man,Ukraine,Master’s degree,Software Engineer,5-10 years
55-59,Man,Mexico,Master’s degree,Software Engineer,10-20 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
45-49,Man,United States of America,Master’s degree,Currently not employed,3-5 years
35-39,Woman,Spain,Professional degree,Research Scientist,3-5 years
